Tweet index	Label	Tweet text
56	0	corporateknight dont know #monsanto among sustainable cos world sure parameters measured #net positive
57	0	none big disruptive innovations lives come brainstorming bruce nussbaum httptcoituczpusb
58	0	way people get understand disabilities stare us funny wen #idpwd #disability
59	1	theocorleone davidmaclellan shit better shut stupid girly mouth im concerned men might think
60	0	tongue feel necessary try touch high speed tool dentist put mouth
61	0	tell #quintessential #aussie isnt govt paid job hyde buy overseas online pay gst mmm #sadbuttrue
62	0	parlett dirks got lot moves im trying steal kevin durant onelegged fadeway
63	1	yr get little nutty reach orange marmalade #livingontheedge httptcosfoowev
64	1	rogers smile accurately captures reaction receive extra high phone bill httptcovfpehxyl
65	1	whatever happened guano apes ever make big japan
66	0	bmw sexy az hell slow dinero quarter mile slow #fan design feeling httptcodelfxnbpi
67	0	let humility guard pride vanity shouldnt allowed delicate thing
68	0	whenever get sad things going think awesome future looks #secondsemester #drumcorps #college
69	1	asked god protect enemies shortly started losing friends :flushed_face: :hundred_points: #naah
70	1	delivered dominiqueansel #cronuts bouchonbakeryrc hmmm customer hope httptcokdxfhvqcw
71	1	still #praisehim
72	0	hey heyyiwanna rockstar #vscocam hero #vsocam #hero #spiderman httptcotuskhvybj
73	1	maggielindemann xsamsecrets awk moment tweeted first #fakefan
74	0	waa mockingjay part tahon depan meh nov wtvr night museum #mustwatchbdecemberendssobssobs httptcoracxdsz
75	1	ambcontrol houseofcommons edmiliband nickclegg davidcameron nice see ambulance service important mps
76	1	love finals week #justkidding #stressed
77	0	gracewoods fucking copycat although youre name mint act share probably cause alcohol filled celebration
78	0	literally cried woke know day store #thestartoftechweek ready #justshootmeknow
79	0	rashawnfranklin disagree w trading three picks one glaring holes numerous positions assbackwards
80	1	nypost camerongray oh makes better
81	0	didnt start watching tudors earlier #iloveit
82	0	guntrust httptcoicpdcaonq #christmas #gift get started making money social media httpstcocpjzkegne
83	0	dont knw react everytime sum says wheelchair inspires im living dude
84	0	get aht tahnthe made pgh gift guide httpstcozitwyuzna via getfitpgh
85	0	lunch break sleepy :sleeping_face:
86	1	#work #trains #thegrind #london #business #myhappyface httptcofdeiqpuqz
87	1	dude said better think hard take cheddars lmao
88	0	#christmas ritualpart one #howthegrinchstolechristmas httptcoyijtihmsm
89	0	overcast creso #todayimloving #beachwalk #crescenthead httptcodaekdajbg
90	0	cant end fast enough stupid dead battery
91	1	even already see going wonderful day #needmorecoffee
92	1	idea operators dont ever describe raceand police wear color blind glasses
93	1	bustedcoverage russell good christian fella wouldnt
94	0	apparently youth group thinks kidding default expressionor nomal face #areyoukiddingme httptcodbarsxxta
95	1	jaymohr #psa hey jay tuned u said cocaine talk todayafter tweeting coke joke saw escobars th
96	0	interviewed turkey heres say httptcoftstaota #thanksgiving
97	1	planned early night last night oh yaa course happened #gotinterupted
98	1	maggiewinter last retweet though
99	1	v sd matches fun
100	1	loveee bein short sweatpants go way feet fun :pile_of_poo:
101	1	love waking saturday morning going bed midnight
102	1	day ruled twitter got followed sarcasmia wht day lollllll
103	0	jusuf nurkic #bulls rt jonathantjarks clearly lot talent kind amazing denver got gary harris mcdermott
104	0	dont even progress thesis tas preparations event thursday :weary_face:
105	1	gym gonna reeeaaalll nice date tomorrow #imgoingtostruggle #vsfs
106	0	sony pulled movie bc scared country cant even keep lights night even motel better #zing
107	0	nice hour nap picking chinese takeout set watch #guardiansofthegalaxy myzzcryz added water chestnuts dinner
108	0	jepischke djdurkin bears probably worst franchise football moment
109	1	im pissed chicago like people airport ruined many peoples chances ever meeting boys :expressionless_face: :expressionless_face: :expressionless_face: way go
110	0	hell frozen literally #texas
111	1	write name paper take picture — im busy answering question oh httptcohrysvylpbi
112	0	marshmallow world winter :musical_notes: #getthisoutofmyhead
113	1	taking bike rainy cold dark streets dentist yaaaay #somuchfun
114	1	reading barack obama barack #obama plaza #moneygall oh httptcosqcieturpr
115	0	face tired man hahahahah
116	1	want turkey
117	0	winelibrarian happy small service casecleveland bradword
118	0	choose words carefully hurting someone feelings right way go
119	1	joke thanks detailed response communication customers askplaystation playstation
120	0	mohammadfarooq asalamoalekum :grinning_face_with_big_eyes: kesay mizaj thank much posted nd december already :smiling_face_with_halo:
121	0	feeling artsy tonight #artsy #homealone #vienna #studentlife bes apartment httptcoctmmtfh
122	0	showed mom picture sopitlikeitshot says grunge goes haha love #momgoals httptcoltengodmk
123	0	tharaazzam explains inter went calciopoli juventus
124	0	pray god comes back america saves us
125	0	#libby #lane #appointment #women #bishops #debate #over appointment reverend libby lane httptcoyojhvuan
126	0	sad someone drinks treat like shit wont talk
127	0	provide structure ensures successfully invest real estate httptcovslrbiohyr backofficeguru
128	0	foxnews ask liberal tell obama got us iraq afghan warand one ever died watch
129	1	sick looks tweets oh yeah sex #lame
130	1	working double hours sleep go lets get
131	1	love time year httpstcorutbrxvru
132	1	news havent good nights sleep week feel great
133	0	pure #reality httptcowokwevdvrp
134	0	#diy change #mobilecover every day enjoy httptcofbddxmien
135	1	happy nd anniversary sgv happy ot client woohoo loooooove job super years go
136	0	vhsupersonic cause things life seems #balance music medicine vhsupersonic doctor #superdaylineup
137	0	harrietbaldwin okievision guess means msm dig something smear barkley #ferguson
138	0	jimi agbaje fine manin respect public service notable landmark achieved testedjimi httptcomcnlrzffao
139	1	letote good thing enough #whitewine #christmastrees survive needed #chardsohard #fashion
140	0	dfdsukupdates delays happy
141	1	fun part drives winter one cleaned snow yet
142	0	miss days close friends lived city
143	1	claimed russian athletes take performance enhancing drugs surprise
144	0	sqlsophist
145	1	shoutout mom hella supportive
146	1	sidrapti may also see flags isis govt ch nisar dont admit
147	1	jordannoftall thats funny
148	0	want period related post like post personal things instagram httptcovqwdoxbru
149	0	httptconkxymiov #analscreen #exotic exotic brunette gets little tight butt nailed right office desk
150	1	mmamania time ufc press conference tomorrow names numerous fighters getting cut
151	0	#terror high seas fishing boat allegedly #pakistan blows sea httptcovgzxsf
152	0	#what #matters #to #me #is #gym #holidays #work #the #hell #out httptcohbofxwvqpe
153	1	like listening dads truck drivers tell going strip joint old lady getting mad :face_with_tears_of_joy:
154	0	baltimoresun hate go back old format please
155	0	nfullers week joke jessica niece :raising_hands:
156	0	mooseebooks seriously bought giant tv play box
157	1	haha fuck says someone #truegentlemen
158	0	dont want hall eventually ask trade hope consistency message change much might well start
159	0	roberth everydaysexism wow though sorry grandpa use mac days #welcometotheworld #neverarguewithfools
160	0	myzzcryz liked first one never cared enough watch sequels said watch #reboot #chrispratt
161	0	#workingbluesenoughvacationdays httptcozstyqirut
162	0	peteregan badger crusade continuesgloucestershire badger patrols triggered illegal trapping fearshttptcorfaampcn
163	0	brandontierney also support instantly murdering year olds fake plastic guns public parks
164	0	auntie called said shes wayi better get dressed :astonished_face: :face_with_tears_of_joy: :face_with_tears_of_joy:
165	1	ahhh bedtimes ive missed #examproblems
166	0	nerd #piccollage bit fun georgia #nerd #chistmas #sillybilly chilling comfy httptcojzmwkht
167	0	mrjamieeast think hotel owners
168	0	sincerelytumblr one day want travel bestfriend :globe_showing_Asia-Australia: :airplane: httptcoaxdaxqc done traveled da world bethanycsmithh :red_heart:
169	1	southamptonfc lfc skysports fans come second thanks
170	0	return kind called friends label unkind
171	0	sometimes dont understand anything #stubborn httptconwhiepvwz
172	0	cutest thing ever :smiling_face_with_heart-eyes: :face_blowing_a_kiss:
173	1	oh love ass big fit jeans anymore #bigbootybitches
174	1	lifecheating doesnt lucky fortunate mean thing
175	0	enjoy stealing husband hat every awhile :smiling_face_with_heart-eyes: :face_blowing_a_kiss: :flushed_face: #heyyall #goodmorning httptcolknoomvsb
176	0	spmilkshake mikertrice neiltyson tweet context history makes clear bait
177	0	insanity thing twice expecting different results
178	1	hours sleep yay loving life
179	1	wow look hotshot #isthatajoke
180	0	dirtydeathdog cant wait play #bfhardline beta <laugh> #epic
181	1	contemplating responding charliejnwalkers tweet saying remains pride sure well go
182	1	four hours sounds great
183	1	oh district line major signal failures delays fantastic
184	1	scottishfa raecomm championsleague sure end well
185	0	country music photo editing type morning :sun: :musical_notes:
186	1	lol micromax promising service httptcoaxgutgod
187	0	hard choose pleasure pain #girl #december #love #dream #strong httptcogzhoqfty
188	1	powertripkfan adrian raised way made nfl maybe thought would motivate kid get
189	1	heard cry little fingers toes counted mary exclaimed hes perfect oh mary cray cray
190	1	secret name lizard squad like ruin peoples fun time follow rt billion youll fun #psn #giveitup
191	1	sexist article daily fail men wasting money cycling accompanied recommendation handbag costing £
192	0	justeng tweet flip phone thats definition
193	1	gwadetooflyy yea couple schools played black black dominate game
194	0	dont forget join midtown #steak night tonight starting pm #nyc #food #foodie
195	0	andreamarchant tortugarouge dont think ive ever seen love actually way tried last year dont remember
196	0	lionhart dosta bsbutcher mynephew stopped lot long hair looks like drug dealer never smoked anything pillsnot aspirin
197	0	#qz asks permission #takeoff #towercontrol #surubaya yeahy goaway
198	0	redfmindia sunburnfestival answer artists #winsunburnpasses
199	1	michelledean avaetc playing provinces like oh mississippi
200	0	church sign day would feel celebrated birthday without :speak-no-evil_monkey: #stoleem #thereasonfortheseason
201	1	richherrera pcon word man sexist saying mail man instead mail carrier #michiganman
202	1	know reading right blindlol
203	0	nettaaaaaaaa deray yeah wont talk bodies cops killed bk ambulanced immediately elitism finest
204	1	love weather
205	0	magicalblondess psssst spelt thing wrong
206	0	httptcozchdgjzrhq day sabbath #follow #jesus #christ #fbc #fbcjax httptcoqhjferumw
207	0	tough day sun #kitsch #funny costa teguise lanzarote httptcodqjiyhz
208	0	bfbulletin tiggr exclude bf maps poll going riot really want seine crossing back :loudly_crying_face: :loudly_crying_face: would pay
209	1	love hour shifts :weary_face: :weary_face:
210	1	whole #misogyny thing hanging women right cat fight imagine pulling left #pmlive
211	1	yea yea thats logical
212	0	cbs noon #balvsmia fox #seavsphi #saints #nfl
213	1	aaron sorkin goes todayshow talk liking media talking sony hack using media bitch media
214	0	argument youre insanerbrnetwork stevenswenson thelexzane ssgangle joehilgerman danmartincards
215	1	#fergusonriottips remember way ppl listen burn stores #ferguson #vitoandvito #waarmedia #tcot #ycot
216	0	fingers smell like lavashak
217	0	#notcies #eu juncker receives birthday surprise one million signatures opposing ttip ceta httptcofknbtnus
218	0	#forever #young forever #out forever #our #hearts #rip #phillipjoelhughes vcricketau cricketaus
219	1	last day naples emma girl :palm_tree: :sun: #soeasytotakeapicwithatoddler #wksandcounting httptcoxbrmsxaj
220	1	say #bigclub httptcoalcqqsassy
221	0	myzzcryz anytime cash acceptable every used toward whatever wantneed
222	1	steigerwaldino nah better act like north korean govt police peoples private thoughts
223	0	haugenma yearold got think macys httptcojridbimgyg
224	1	blowing nose hard ears pop greatest way start wednesday
225	1	todays court proceedings allowing prisoners access books england wales surely confirms time limit judicial review
226	1	yay love awake morning :grinning_face: :pistol:
227	0	slow start morning :weary_face:
228	1	matthewwrossi getting power wind outdated unsightly siphoning directly sun
229	1	really looked forward waking early finals
230	1	oh love listening fox news background opening presents
231	1	bad anonymous occupy people support white supremacy
232	1	bigdomino cnn well thats completely well reasoned thought argument youve changed mind #ferguson
233	0	badassbraeden yeah im still laughing even funny im still laughing
234	0	bgracely hornchris gotta joke tootin horn somewhere
235	0	gotta go thirdforthfifthwheels #winterthought
236	1	cc johncropp last tweet waynes world great movie
237	0	nacholeber sagerosenfels zero place karma train finds raiola hope full head steam
238	0	earn cash posting tweeting httptcomsbhz get started httptcogvibizzsh #cashforcontainers #homebasedbusiness #lol
239	1	oracle windows fun
240	1	last day classes #trill except finals whoop
241	0	blame everything else rbrnetwork freeman thelexzane ananvii abptrocket drpeniswrinkle kusun
242	1	dropping oil prices thank goodness #pmharper worked hard trying tie economy oil gas sector #cdnpoli
243	0	singing along songs korean part english sing korean accent
244	0	save work folks im offically cntrlaltdeleting week
245	1	im glad andy tweet day text back #loved
246	1	masseuses offer soothing massages way reviewers offer stinging criticisms #masseuse #reviewer #massage #criticism
247	0	pdpnigeria #it shows apc free fair party #run intellectuals #and call democracy dictatorship
248	0	panndder mylittlebloggie bloisolson dare accuse boomer
249	0	hungry hungover #a #good #day
250	0	oi na functioning right #sleepdeprived
251	0	loveeallyy literally know
252	1	mahobili drawab pti apart whining #youthiacrasy
253	1	true httptcohrutrfr
254	1	exoannihilator roiiercosta ksiolajidebt tells someone spell correctly completely fucking tweet
255	1	solo costume far charcoal grey bottoms making real progress
256	1	pay ghost soldiers iraq cut pay us #military #keepyourpromise senatedems senategops thejointstaff httptcopkroyc
257	1	started made windows noise starts exciting day mine
258	0	sammiecurtis ones love :grinning_squinting_face: :Santa_Claus: :party_popper: :musical_notes:
259	0	need rose winee :wine_glass: :wine_glass:
260	1	yesterday #peshawarattack top tag today thing twitter nation seems concerned #ptikeptpakfirst
261	0	whole life oh ok
262	0	leg snapped alike twig completed front flip screamed like hungry newborn baby
263	0	#succes #it #is #about #what #we #see #if #we #keep #hope #and #never #give #up #success #is httptcobcjdqqzok
264	1	already tell today going wonderful day
265	1	juniormiller gordonkeith junior got rim shot rim job joke
266	0	found reason weekend closer makes life miserable im atheist #hypocrite #atheistproblems #serverproblems
267	1	staying #casual #monday #funday #ootd #fashion #style #allyouneedisstyle #todayimwearing httptcotpuvqwks
268	0	qarararasha problematic god bless shame whatve done pakistan
269	1	#torturereport trending wasnt aware jk rowling released new book
270	1	patevans grbj sad local
271	1	corgi wtf thanks saying bye
272	1	ahh gotta love december electric bills
273	1	dead stupidest memes still perpetuated
274	1	someone retrica wali picture complains many filters someone used picture look pretty
275	1	great ive got lung infection fun #notfun #miserable
276	1	jeez lovely morning :dashing_away: :droplet: :sweat_droplets: :thumbs_down: #ireland #december
277	0	jaeethaprince need spot birthday
278	0	redsaint dont think know
279	1	love people leave smelly shoes car makes car smell great
280	1	sportstalksc whats rush leg still attached right #drdabo
281	1	mph winds make great hair fan photo shoot :grinning_face_with_big_eyes:
282	1	gotta love working day christmas #smellya
283	1	gomy gelding struggling dystocia valid excusei want see lack reaction #whenyouseeit
284	1	chipbrent love #gamergate concept harassing spamming porn critics proof youre hate group
285	1	thing love coming work early everyone ask im early gets every time #annoying
286	1	thanks airasia nothing family flying kl attend wedding #everyonecanfly #adelaideroutecancelled
287	0	cnnja bbgalad #he didnt know putting #they reck country #pdp clans deserve another day even months
288	0	kennobish could someone making hot chocolate right ahaha
289	0	restaurants wifime beach wifime family parties wifime hell wifi #wifi
290	1	love typing work spider comes keyboard hangs fingers :see-no-evil_monkey:
291	0	dont #text #drive either httptcooxybfwwwb httptcofgocrskre httptcofbpsjkyyk
292	1	jimhumbert gotnewsdotcom really unbelievable u mean thug criminal
293	0	always gonna uphill battle sometimes im gonna lose
294	1	today dont feel like anything
295	0	httptcotuqxswnbup light #murders two nypd officers inspired #icantbreathe httptconmyeoin
296	0	alewnes def came closet dunk #rudygay
297	1	people school talk sex drugs awesome
298	1	perfect time get really sick :tired_face: :face_with_medical_mask:
299	1	nelsonicolee funny
300	0	#hardest things #knowing #having #faith #keep #going httptcoqmbueeag
301	1	bush fully informed cia methods httptcoqrvvpvrjvh really shocking
302	0	jedi mind tricks dont work service guy glad dropped car oil change instead av
303	1	often worry wealth doesnt enough influence society pleased see addressed httptcouperpzqz
304	0	theviewwhoopigoldberg women say man asltd long say sumtin young parents hotel wit grn ass man smh
305	0	new vinyl turntable tonight heres joe theclash #joestrummer #sandinista httptconzjjzyqo
306	1	maxsnape calling bottle job ill take teeth yeah im game mate training tonight ill remember hat
307	0	held back start sanfranciscovc never late start httptcoziuhmye
308	1	im funny
309	0	song day love like winter fire inside
310	1	thank occ concerned enough safety driving school cancel classes
311	1	oh sprints love httptcosewimiu
312	0	#wreathacrossamerica #jax finnished httptcotflatecu #honor #fallenheros jaxhttptcooxybfwwwb httptcojopxyu
313	1	heading nanas place going fun
314	1	big thanks teachers four tests take tomorrow #woohoo
315	1	last semester dropped class write pg paper semester ive write
316	0	sonyprousa workhorse practically glued hand httpstcosagggtxj
317	1	prevents blood clots like stops blood circulation #surgicalstockings #attractive httptcoxzuxjzqsn
318	0	bet #limbs sunderland end
319	1	thanks mother nature didnt give us snow day twitter filled people complaining
320	1	know going great day youre garmin resets spill cinnamon #slowclap
321	0	scottjmcg written gold gel pen waiting hate relationship consists twitter messaging #fulfilling
322	0	parisbreedenw need experience say least
323	0	parkzthedon neilby johny ur cracking facebook chatting mate :grinning_squinting_face: :grinning_squinting_face: :grinning_squinting_face:
324	1	bibn weeeeee love xbox live playstation network due hackers christmas
325	1	bidu officially announced uber stake bidu market cap billion uber top next vc round right
326	0	check #ugly #christmas #sweater #ebayipadhttptcospbmzzt
327	1	love able sleep #sotired
328	1	garnetngold psn xbox live day many people get new video gamesnorth korean hack :tired_face:
329	1	climategroup tried cut paste tweet sa mining got go green consulting timeline
330	1	seriously loveeeee much care
331	1	know whats awesome gear sliders dolly monitor etc gets delivered end filming #somadatbandhandadorama
332	0	dayumm chtis brown maaayuun :face_with_tears_of_joy: :face_with_tears_of_joy: httptcodngdzhbkuh
333	0	budweiserindia tomorrow productivity work would hampered #getmetoevc
334	0	craziestsex stay faithful stay single
335	1	absolutely love waking snow
336	0	dcsportsgrl dragonflyjonez believe n thats suck
337	0	yes reply public dollars used whats lack transparency around union pearson express #topoli
338	1	joeandevan boomeresiason cc boomerandcarton jets pick draft irony blows mind #nfldraft
339	1	amandakaschube like need reminded bp cup competition dates
340	0	antoniaz montgomerysue torontoist awesome well deserved
341	1	forexeric heidilrn unsavoryagents yes vote satan hillaryclinton
342	0	moron one ever said ball square #strawman rbrnetwork rattleduck
343	0	friends bring fucked males females fool
344	0	dollygarland garrettaddison thats quite interesting number coz managed read surely make
345	1	markxa know abt goal never crossed line #holierthanthou #henryisalegend
346	1	drunkvinodmehta isnt obvious #sadhvi case #rape cases different things cannot corelate thngs sentence
347	1	aw thanks mother nature merry christmas
348	1	eventful day :victory_hand: 
349	0	day joyous day #decemberchallenge #picture speaks #costateguise #beach #peace #nd home httptcojxbqcoxo
350	0	cwmmate jimrome isnt wrs dime dozen completely replaceable packers wont overspend retain
351	0	japans #abe #gets #the #mandate #he #wanted #â € #but #recovery wanted japans prime minister shinzo httptcoqntiflco
352	1	got tampons httptcolnwqtxriuz
353	1	hear us cbcjones talks nb powers record number outages #transmitterproblems
354	0	#globalwarming would nice right truecall #algore burn money #christmas #ｆｏｌｌｏｗ httptcoufqxqfh
355	0	kennisibueno truly son
356	1	love question tests morning
357	0	httptcopmuxneovrn #sketch #today #spudshed #fresh #fruit onlyforeating #fordrawingaswell #drawing #perth
358	1	justintrudeau wont national hockey expert sussex drive join
359	0	looks like right httptcowdwiowwi
360	0	cnn donlemon shown speak #zemirbegic family yet
361	1	lets squats deadlifts hurt really really good trainers #fitnessmotivation
362	0	#bbc #news #thailand #crown #princes #wife #resigns #from #royalty httptcoaslmkk
363	0	first photos infiniti vision gt concept emerge httptcoquwybjwqv
364	0	thehermancain racism pooled liberal democrats democrats must foment racism division maintain control divide conquer
365	1	aiiamericangiri topless feminist looking someone love
366	1	banihillal feel bad american people invade country kill children save
367	1	im good friend httptcocsnyavvdp
368	1	badcat wow funny
369	1	flossed ate right #inconvenient
370	0	copperbronzed reasons given waited expecting call found chosen media announcement
371	0	edryden ill see :winking_face:
372	0	sysdig cloud fascinating world linux system calls reminds solaris dtrace days early httptcoeyyxtgq
373	0	really need get nails eyebrows done tomorrow :beaming_face_with_smiling_eyes: slacking #cool :nail_polish: :person_gesturing_NO: :person_tipping_hand:
374	0	mrmindmiracle one obvious see oh clever ideas glad approved
375	0	replurks acatholicprayer lord jesus christ son god mercy sinner #catholic #prayer httptcoskdtyyk
376	1	bet warmer nova scotia today #frio #cold #freezing #costadelsol #ilovecanada
377	1	bbc news new forest road safety campaign donkey killed car httptcoftvpvzcu
378	0	suppose best move arse #gym anything put wrapping presents :confused_face: :wrapped_gift: #christmas #chore
379	0	thanks awesome support #instagram page much appreciated httptcocshfjotqo #women #motivation #rolemode
380	0	adapted snoopy comic academic paper submission p reviewer stuff nightmares httptcokpgulog
381	1	kind love got voicemail seat neighbor wondering yet constantly sell ticket never ask
382	0	happy new year meeeee httptcozltxivbqh
383	0	nfullers georgias nativity play morning
384	1	sanjay dutt asks parole meet wife whereas husbands want parole wives body exist grant
385	0	whos eating everything table noche buena :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand:
386	0	lets get another big win vols bball keep going #volnation #beatncstate
387	0	spit rose still rose #contempt #mockery
388	1	iphoneteam dont want upgrade ios keep many pictures yeah great
389	0	nineoh alert please change #nowplaying relentlezz whatchakno tune httptcomvgjcml
390	1	half world starving half struggling lose weight #sickworld
391	0	nfullers liked dont regret anything made smile ha ha
392	0	dats u kno winter httptcouwviqcphk
393	1	like creepy guys ask random questions swic
394	1	someone stop obama usa relations human rights loving nations like saudi arabia terrorist cuba #cuba
395	0	watch father daughter fuck httptcopbzfngpq #oldyoung #father #and
396	1	sportmajor voting somebody theyre latvia way important voting best players
397	1	marvin lewis clearly thinks highly johnny football #norespect amicsta
398	1	finals week draining body much ruining life places lovely
399	1	write math final really excited #somethingrandom httptcobyfvyyyzr
400	0	pulled school first time life good mood find doesnt start another hours #blessed
401	1	dragging feet smacking lipsand scowling empty street screaming phonesuch grace :frowning_face:
402	0	say misty johnny mathis one favourites httptcohbqilkmqe
403	1	djnoreenkhan iharoonrashid scary bollywood film ive watched bhootnaath
404	0	read httptcohbeabhklw news #middle #east #updates #assad #usled #airstrikes #serious #or #efficient
405	1	love working hard trying fix peoples fuck ups
406	1	went neck deep swamp today fun #chilly
407	0	thats wrap shows kiddies ending berkshires #boselmodel
408	0	gonna need kstate play little better loving seeing team action beckthies httptcoofonvoqcn
409	0	httptcoujgpplgal #analqueenalysa #four four girls lot drinks strapon #s
410	1	nothing like waiting airport #youcanthearit
411	1	love customers #annoying #stoptalking
412	1	crackmacs opchemtrails better bust aluminum hat #chemtrailsdontexist #growup
413	0	one nights :pensive_face:
414	1	suuism university always helping
415	1	one time didnt feel head
416	1	drapermark susanbnj must tolerant embrace peaceful islamic faith muslims peaceful brothers
417	1	today ill lecture crm investments shareholder value excited :smirking_face: im sleepy :sleeping_face:
418	1	cant wait hour drive back home #betarocks
419	1	left lunch home swansea canteen outdoing generous well priced portion food httptcojnkffk
420	1	stlguy oh sounds like great plan strong kingdseals
421	1	double standards always fun thing
422	0	#has #seen wwwmonstermmorpg com since parados #monstermmorpg #bean
423	0	maybe different proposals girl wearing different shoes guy wearing different coat cjsinner onecolleen
424	1	far today burned tongue coffee saw dead guy freeway chipped windshield truck #gonnahaveagoodday
425	0	ceeeeebz work allow dat ting fam
426	0	sleep got school happy :pouting_face:
427	1	love love love left side face swollen :pouting_face: :loudly_crying_face:
428	1	skysportsnewshq nice see admit errors slightly different earlier stats teamando
429	0	things made go harm us given us lesson teach someone weaker
430	1	giraffe good old days
431	0	mirror mirror wall find happiness
432	1	thats always great way boost selfesteem
433	0	im pretty sure snowman problem
434	1	watching grandparents parents pay bills really excites future
435	1	yeah nice hair babes :face_with_tears_of_joy: :face_with_tears_of_joy: httptcofxzpzwqu httptcowifjeex
436	0	altruda tmjsteve didnt carolina beat tampa bay picks sheet tb winning
437	0	deformedcircus guess stop insulting
438	0	tripped feet three times hall #soclumsy
439	1	feel like crap today instead redbull im drinking something healthy #newyearnewme #totallystillgoingtodrinktheredbull
440	1	fuck media exam #actuallyihopeso
441	0	#almajmoua participating th #csr forum #lebanon #togetherwegrow forprofit #microfinance #supporting httptcoofgusdmc
442	0	whoever runs yeovil town fc twitter account fired starting line looks like mxit fantasy league team
443	1	teen named bud weisser arrested cops breaking st louis party storehttptcoaxejcevqe
444	1	firstpostin length forget fundamental communal sanghi hindu fanatic rss backyard
445	1	kmrheadlines electricity generated kashmir illuminate whole india pm illuminating #kashmir
446	1	sidney british world champion one demanding popular sports earth yeah course im sarcastic
447	1	least ive got spine cause feel pain back #thinkpositive
448	1	#mondaymorning pouring rain singing wonderful time year walk office
449	1	hahahaha best asian style went group pretty boys wearing blacks suits tiebow stylish #mama
