Tweet index	Label	Tweet text
121	0	feeling artsy tonight #artsy #homealone #vienna #studentlife bes apartment httptcoctmmtfh
122	0	showed mom picture sopitlikeitshot says grunge goes haha  #momgoals httptcoltengodmk
123	0	tharaazzam explains inter went calciopoli juventus
124	0	pray god comes back america saves us
125	0	#libby #lane #appointment #women #bishops #debate #over appointment reverend libby lane httptcoyojhvuan
126	0	sad someone drinks treat like shit wont talk
127	0	provide structure ensures successfully invest real estate httptcovslrbiyr backofficeguru
128	0	foxnews ask liberal tell obama got us iraq afghan warand one ever died watch
129	1	sick looks tweets  yeah sex #lame
130	1	ing double hours sleep go lets get
131	1	 te year httpstcorutbrxvru
132	1	news havent  nights sleep week feel 
133	0	pure #reality httptcowokwevdvrp
134	0	#diy change #mobilecover every  enjoy httptcofbddxmien
135	1	happy nd anniversary sgv happy ot client wooo loooooove job super years go
136	0	vhsupersonic cause things life seems #balance music medicine vhsupersonic doctor #superlineup
137	0	harrietbaldwin okievision guess means msm dig something smear barkley #ferguson
138	0	ji agbaje fine manin respect public service notable landmark achieved testedji httptcomcnlrzffao
139	1	letote  thing enough #whitewine #christmastrees survive needed #chardsard #fashion
140	0	dfdsukupdates delays happy
141	1	 part drives winter one cleaned snow yet
142	0	miss s close friends lived city
143	1	claed russian athletes take performance enhancing drugs surprise
144	0	sqlsophist
145	1	shoutout mom hella supportive
146	1	sidrapti may also see flags isis govt ch nisar dont admit
147	1	jordannoftall thats ny
148	0	want period related post like post personal things instagram httptcovqwdoxbru
149	0	httptconkxymiov #analscreen #exotic exotic brunette gets little tight butt nailed right office desk
150	1	mmamania te ufc press conference tomorrow names numerous fighters getting cut
151	0	#terror high seas fishing boat allegedly #pakistan blows sea httptcovgzxsf
152	0	#what #matters #to #me #is #gym #holis # #the #hell #out httptcbofxwvqpe
153	1	like listening dads truck drivers tell going strip joint old lady getting mad :face_with_tears_of_joy:
154	0	baltoresun hate go back old format please
155	0	nfullers week joke jessica niece :raising_hands:
156	0	mooseebooks seriously bought giant tv play box
157	1	haha fuck says someone #truegentlemen
158	0	dont want hall eventually ask trade hope consistency message change much might  
159	0	roberth everysexism wow though sorry grandpa use mac s #welcometotheworld #neverarguewithfools
160	0	myzzcryz liked first one never cared enough watch sequels said watch #reboot #chrispratt
161	0	#ingbluesenoughvacations httptcozstyqirut
162	0	peteregan badger crusade continuesgloucestershire badger patrols triggered illegal trapping fearshttptcorfaampcn
163	0	brandontierney also support instantly murdering year olds fake plastic guns public parks
164	0	auntie called said shes wayi better get dressed :astonished_face: :face_with_tears_of_joy: :face_with_tears_of_joy:
165	1	ahhh bedtes ive missed #examproblems
166	0	nerd #piccollage bit  georgia #nerd #chistmas #sillybilly chilling comfy httptcojzmwkht
167	0	mrjamieeast think hotel owners
168	0	sincerelytumblr one  want travel bestfriend :globe_showing_Asia-Australia: :airplane: httptcoaxdaxqc done traveled da world bethanycsmithh :red_heart:
169	1	southamptonfc lfc skysports fans come second 
170	0	return kind called friends label unkind
171	0	sometes dont understand anything #stubborn httptconwhiepvwz
172	0	cutest thing ever :smiling_face_with_heart-eyes: :face_blowing_a_kiss:
173	1	  ass big fit jeans anymore #bigbootybitches
174	1	lifecheating doesnt lucky fortunate mean thing
175	0	enjoy stealing husband hat every awhile :smiling_face_with_heart-eyes: :face_blowing_a_kiss: :flushed_face: #heyyall # httptcolknoomvsb
176	0	spmilkshake mikertrice neiltyson tweet context history makes clear bait
177	0	insanity thing twice expecting different results
178	1	hours sleep  loving life
179	1	wow look hotshot #isthatajoke
180	0	dirtydeathdog cant wait play #bfhardline beta <laugh> #epic
181	1	contemplating responding charliejnwalkers tweet saying remains pride sure  go
182	1	four hours sounds 
183	1	 district line major signal failures delays fantastic
184	1	scottishfa raecomm championsleague sure end 
185	0	country music photo editing type  :sun: :musical_notes:
186	1	lol micromax promising service httptcoaxgutgod
187	0	hard choose pleasure pain #girl #december # #dream #strong httptcogzhoqfty
188	1	powertripkfan adrian raised way made nfl maybe thought would motivate kid get
189	1	heard cry little fingers toes counted mary exclaed hes perfect  mary cray cray
190	1	secret name lizard squad like ruin s  te follow rt billion youll  #psn #giveitup
191	1	sexist article daily fail men wasting money cycling accompanied recommendation handbag costing £
192	0	justeng tweet flip phone thats definition
193	1	gwadetooflyy yea couple schools played black black dominate game
194	0	dont forget join midtown #steak night tonight ing pm #nyc #food #foodie
195	0	andreamarchant tortugarouge dont think ive ever seen  actually way tried last year dont remember
196	0	lionhart dosta bsbutcher mynephew stopped lot long hair looks like drug dealer never smoked anything pillsnot aspirin
197	0	#qz asks permission #takeoff #towercontrol #surubaya yeahy goaway
198	0	redfmindia sunburnfestival answer artists #winsunburnpasses
199	1	michelledean avaetc playing provinces like  mississippi
200	0	church sign  would feel celebrated birth without :speak-no-evil_monkey: #stoleem #thereasonfortheseason
201	1	richherrera pcon word man sexist saying mail man instead mail carrier #michiganman
202	1	know reading right blindlol
203	0	nettaaaaaaaa deray yeah wont talk bodies cops killed bk ambulanced mediately elitism finest
204	1	 weather
205	0	magicalblondess psssst spelt thing wrong
206	0	httptcozchdgjzrhq  sabbath #follow #jesus #christ #fbc #fbcjax httptcoqhjferumw
207	0	tough  sun #kitsch #ny costa teguise lanzarote httptcodqjiyhz
208	0	bfbulletin tiggr exclude bf maps poll going riot  want seine crossing back :loudly_crying_face: :loudly_crying_face: would pay
209	1	 hour shifts :weary_face: :weary_face: :weary_face:
210	1	whole #misogyny thing hanging women right cat fight agine pulling left #pmlive
211	1	yea yea thats logical
212	0	cbs noon #balvsmia fox #seavsphi #saints #nfl
213	1	aaron sorkin goes toshow talk liking media talking sony hack using media bitch media
214	0	argument youre insanerbrnet stevenswenson thelexzane ssgangle joehilgerman danmartincards
215	1	#fergusonriottips remember way ppl listen burn stores #ferguson #vitoandvito #waarmedia #tcot #ycot
216	0	fingers smell like lavashak
217	0	#notcies #eu juncker receives birth surprise one million signatures opposing ttip ceta httptcofknbtnus
218	0	#forever #young forever #out forever #our #hearts #rip #phillipjoelhughes vcricketau cricketaus
219	1	last  naples emma girl :palm_tree: :sun: #soeasytotakeapicwithatoddler #wksandcounting httptcoxbrmsxaj
220	1	say #bigclub httptcoalcqqsassy
221	0	myzzcryz anyte cash acceptable every used toward whatever wantneed
222	1	steigerwaldino nah better act like north korean govt police s private thoughts
223	0	haugenma yearold got think macys httptcojridbgyg
224	1	blowing nose hard ears pop est way  wednes
225	1	tos court proceedings allowing prisoners access books england wales surely confirms te lit judicial review
226	1	  awake  :grinning_face: :pistol:
227	0	slow   :weary_face:
228	1	matthewwrossi getting power wind outdated unsightly siphoning directly sun
229	1	 looked forward waking early finals
230	1	  listening fox news background opening presents
231	1	bad anonymous occupy  support white supremacy
232	1	bigdomino cnn  thats completely  reasoned thought argument youve changed mind #ferguson
233	0	badassbraeden yeah  still laughing even ny  still laughing
234	0	bgracely hornchris gotta joke tootin horn somewhere
235	0	gotta go thirdforthfifthwheels #winterthought
236	1	cc jncropp last tweet waynes world  movie
237	0	nacholeber sagerosenfels zero place karma train finds raiola hope full head steam
238	0	earn cash posting tweeting httptcomsbhz get ed httptcogvibizzsh #cashforcontainers #homebasedbusiness #lol
239	1	oracle windows 
240	1	last  classes #trill except finals whoop
241	0	blame everything else rbrnet freeman thelexzane ananvii abptrocket drpeniswrinkle kusun
242	1	dropping oil prices thank ness #pmharper ed hard trying tie economy oil gas sector #cdnpoli
243	0	singing along songs korean part english sing korean accent
244	0	save  folks  offically cntrlaltdeleting week
245	1	 glad andy tweet  text back #d
246	1	masseuses offer soothing massages way reviewers offer stinging criticisms #masseuse #reviewer #massage #criticism
247	0	pdpnigeria #it shows apc free fair party #run intellectuals #and call democracy dictatorship
248	0	panndder mylittlebloggie bloisolson dare accuse boomer
249	0	hungry hungover #a # #
250	0	oi na ctioning right #sleepdeprived
251	0	eallyy literally know
252	1	mahobili drawab pti apart whining #youthiacrasy
253	1	true httptcrutrfr
254	1	exoannihilator roiiercosta ksiolajidebt tells someone spell correctly completely fucking tweet
255	1	solo costume far charcoal grey bottoms making real progress
256	1	pay ghost soldiers iraq cut pay us #military #keepyourpromise senatedems senategops thejointstaff httptcopkroyc
257	1	ed made windows noise s exciting  mine
258	0	sammiecurtis ones  :grinning_squinting_face: :Santa_Claus: :party_popper: :musical_notes:
259	0	need rose winee :wine_glass: :wine_glass:
260	1	yester #peshawarattack top tag to thing twitter nation seems concerned #ptikeptpakfirst
261	0	whole life  ok
262	0	leg snapped alike twig completed front flip screamed like hungry newborn baby
263	0	#succes #it #is #about #what #we #see #if #we #keep #hope #and #never #give #up #success #is httptcobcjdqqzok
264	1	already tell to going wonderful 
265	1	juniormiller gordonkeith junior got r shot r job joke
266	0	found reason weekend closer makes life miserable  atheist #hypocrite #atheistproblems #serverproblems
267	1	staying #casual #mon # #ootd #fashion #style #allyouneedisstyle #towearing httptcotpuvqwks
268	0	qarararasha problematic god bless shame whatve done pakistan
269	1	#torturereport trending wasnt aware jk rowling released new book
270	1	patevans grbj sad local
271	1	corgi wtf  saying bye
272	1	ahh gotta  december electric bills
273	1	dead stupidest memes still perpetuated
274	1	someone retrica wali picture complains many filters someone used picture look pretty
275	1	 ive got lung infection  #not #miserable
276	1	jeez ly  :dashing_away: :droplet: :sweat_droplets: :thumbs_down: #ireland #december
277	0	jaeethaprince need spot birth
278	0	redsaint dont think know
279	1	  leave smelly shoes car makes car smell 
280	1	sportstalksc whats rush leg still attached right #drdabo
281	1	mph winds make  hair fan photo shoot :grinning_face_with_big_eyes:
282	1	gotta  ing  christmas #smellya
283	1	gomy gelding struggling dystocia valid excusei want see lack reaction #whenyouseeit
284	1	chipbrent  #gamergate concept harassing spamming porn critics proof youre hate group
285	1	thing  coming  early everyone ask  early gets every te #annoying
286	1	 airasia nothing family flying kl attend wedding #everyonecanfly #adelaideroutecancelled
287	0	cnnja bbgalad #he didnt know putting #they reck country #pdp clans deserve another  even months
288	0	kennobish could someone making hot chocolate right ahaha
289	0	restaurants wife beach wife family parties wife hell wifi #wifi
290	1	 typing  spider comes keyboard hangs fingers :see-no-evil_monkey:
291	0	dont #text #drive either httptcooxybfwwwb httptcofgocrskre httptcofbpsjkyyk
292	1	jhumbert gotnewsdotcom  unbelievable u mean thug crinal
293	0	always gonna uphill battle sometes  gonna lose
294	1	to dont feel like anything
295	0	httptcotuqxswnbup light #murders two nypd officers inspired #icantbreathe httptconmyeoin
296	0	alewnes def came closet dunk #rudygay
297	1	 school talk sex drugs awesome
298	1	perfect te get  sick :tired_face: :face_with_medical_mask:
299	1	nelsonicolee ny
300	0	#hardest things #knowing #having #faith #keep #going httptcoqmbueeag
301	1	bush fully informed cia methods httptcoqrvvpvrjvh  shocking
302	0	jedi mind tricks dont  service guy glad dropped car oil change instead av
303	1	often worry wealth doesnt enough influence society pleased see addressed httptcouperpzqz
304	0	theviewwhoopigoldberg women say man asltd long say sumtin young parents hotel wit grn ass man smh
305	0	new vinyl turntable tonight heres joe theclash #joestrummer #sandinista httptconzjjzyqo
306	1	maxsnape calling bottle job ill take teeth yeah  game mate training tonight ill remember hat
307	0	held back  sanfranciscovc never late  httptcoziuhmye
308	1	 ny
309	0	song   like winter fire inside
310	1	thank occ concerned enough safety driving school cancel classes
311	1	 sprints  httptcosewiu
312	0	#wreathacrossamerica #jax finnished httptcotflatecu #honor #fallenheros jaxhttptcooxybfwwwb httptcojopxyu
313	1	heading nanas place going 
314	1	big  teachers four tests take tomorrow #wooo
315	1	last semester dropped class write pg paper semester ive write
316	0	sonyprousa horse practically glued hand httpstcosagggtxj
317	1	prevents blood clots like stops blood circulation #surgicalstockings #attractive httptcoxzuxjzqsn
318	0	bet #lbs sunderland end
319	1	 mother nature didnt give us snow  twitter filled  complaining
320	1	know going   youre garmin resets spill cinnamon #slowclap
321	0	scottjmcg written gold gel pen waiting hate relationship consists twitter messaging #fulfilling
322	0	parisbreedenw need experience say least
323	0	parkzthedon neilby jny ur cracking facebook chatting mate :grinning_squinting_face: :grinning_squinting_face: :grinning_squinting_face:
324	1	bibn weeeeee  xbox live playstation net due hackers christmas
325	1	bidu officially announced uber stake bidu market cap billion uber top next vc round right
326	0	check #ugly #christmas #sweater #ebayipadhttptcospbmzzt
327	1	 able sleep #sotired
328	1	garnetngold psn xbox live  many  get new video gamesnorth korean hack :tired_face:
329	1	clategroup tried cut paste tweet sa mining got go green consulting teline
330	1	seriously eeee much care
331	1	know whats awesome gear sliders dolly monitor etc gets delivered end filming #somadatbandhandadorama
332	0	umm chtis brown maaayuun :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: httptcodngdzhbkuh
333	0	budweiserindia tomorrow productivity  would hampered #getmetoevc
334	0	craziestsex stay faithful stay single
335	1	absolutely  waking snow
336	0	dcsportsgrl dragonflyjonez believe n thats suck
337	0	yes reply public dollars used whats lack transparency around union pearson express #topoli
338	1	joeandevan boomeresiason cc boomerandcarton jets pick draft irony blows mind #nfldraft
339	1	amandakaschube like need reminded bp cup competition dates
340	0	antoniaz montgomerysue torontoist awesome  deserved
341	1	forexeric heidilrn unsavoryagents yes vote satan hillaryclinton
342	0	moron one ever said ball square #strawman rbrnet rattleduck
343	0	friends bring fucked males females fool
344	0	dollygarland garrettaddison thats quite interesting number coz managed read surely make
345	1	markxa know abt goal never crossed line #holierthanthou #henryisalegend
346	1	drunkvinodmehta isnt obvious #sadhvi case #rape cases different things cannot corelate thngs sentence
347	1	aw  mother nature merry christmas
348	1	eventful  :victory_hand: 
349	0	 joyous  #decemberchallenge #picture speaks #costateguise #beach #peace #nd home httptcojxbqcoxo
350	0	cwmmate jrome isnt wrs de dozen completely replaceable packers wont overspend retain
351	0	japans #abe #gets #the #mandate #he #wanted #â € #but #recovery wanted japans pre minister shinzo httptcoqntiflco
352	1	got tampons httptcolnwqtxriuz
353	1	hear us cbcjones talks nb powers record number outages #transmitterproblems
354	0	#globalwarming would nice right truecall #algore burn money #christmas #ｆｏｌｌｏｗ httptcoufqxqfh
355	0	kennisibueno truly son
356	1	 question tests 
357	0	httptcopmuxneovrn #sketch #to #spudshed #fresh #fruit onlyforeating #fordrawingas #drawing #perth
358	1	justintrudeau wont national hockey expert sussex drive join
359	0	looks like right httptcowdwiowwi
360	0	cnn donlemon shown speak #zemirbegic family yet
361	1	lets squats deadlifts hurt    trainers #fitnessmotivation
362	0	#bbc #news #thailand #crown #princes #wife #resigns #from #royalty httptcoaslmkk
363	0	first photos infiniti vision gt concept emerge httptcoquwybjwqv
364	0	thehermancain racism pooled liberal democrats democrats must foment racism division maintain control divide conquer
365	1	aiiamericangiri topless feminist looking someone 
366	1	banihillal feel bad american  invade country kill children save
367	1	  friend httptcocsnyavvdp
368	1	badcat wow ny
369	1	flossed ate right #inconvenient
370	0	copperbronzed reasons given waited expecting call found chosen media announcement
371	0	edryden ill see :winking_face:
372	0	sysdig cloud fascinating world linux system calls reminds solaris dtrace s early httptcoeyyxtgq
373	0	 need get nails eyebrows done tomorrow :beaming_face_with_smiling_eyes: slacking #cool :nail_polish: :person_gesturing_NO: :person_tipping_hand:
374	0	mrmindmiracle one obvious see  clever ideas glad approved
375	0	replurks acatholicprayer lord jesus christ son god mercy sinner #catholic #prayer httptcoskdtyyk
376	1	bet warmer nova scotia to #frio #cold #freezing #costadelsol #icanada
377	1	bbc news new forest road safety campaign donkey killed car httptcoftvpvzcu
378	0	suppose best move arse #gym anything put wrapping presents :confused_face: :wrapped_gift: #christmas #chore
379	0	 awesome support #instagram page much appreciated httptcocshfjotqo #women #motivation #rolemode
380	0	adapted snoopy comic academic paper submission p reviewer stuff nightmares httptcokpgulog
381	1	kind  got voicemail seat neighbor wondering yet constantly sell ticket never ask
382	0	happy new year meeeee httptcozltxivbqh
383	0	nfullers georgias nativity play 
384	1	sanjay dutt asks parole meet wife whereas husbands want parole wives body exist grant
385	0	whos eating everything table noche buena :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand: :person_raising_hand:
386	0	lets get another big win vols bball keep going #volnation #beatncstate
387	0	spit rose still rose #contempt #mockery
388	1	iphoneteam dont want upgrade ios keep many pictures yeah 
389	0	nine alert please change #nowplaying relentlezz whatchakno tune httptcomvgjcml
390	1	half world starving half struggling lose weight #sickworld
391	0	nfullers liked dont regret anything made smile ha ha
392	0	dats u kno winter httptcouwviqcphk
393	1	like creepy guys ask random questions swic
394	1	someone stop obama usa relations human rights loving nations like saudi arabia terrorist cuba #cuba
395	0	watch father daughter fuck httptcopbzfngpq #oldyoung #father #and
396	1	sportmajor voting somebody theyre lat way portant voting best players
397	1	marvin lewis clearly thinks highly jnny football #norespect amicsta
398	1	finals week draining body much ruining life places ly
399	1	write math final  excited #somethingrandom httptcobyfvyyyzr
400	0	pulled school first te life  mood find doesnt  another hours #blessed
401	1	dragging feet smacking lipsand scowling empty street screaming phonesuch grace :frowning_face:
402	0	say misty jnny mathis one favourites httptcbqilkmqe
403	1	djnoreenkhan iharoonrashid scary bollywood film ive watched bhootnaath
404	0	read httptcbeabhklw news #middle #east #updates #assad #usled #airstrikes #serious #or #efficient
405	1	 ing hard trying fix s fuck ups
406	1	went neck deep swamp to  #chilly
407	0	thats wrap shows kiddies ending berkshires #boselmodel
408	0	gonna need kstate play little better loving seeing team action beckthies httptcoofonvoqcn
409	0	httptcoujgpplgal #analqueenalysa #four four girls lot drinks strapon #s
410	1	nothing like waiting airport #youcanthearit
411	1	 customers #annoying #stoptalking
412	1	crackmacs opchemtrails better bust aluminum hat #chemtrailsdontexist #growup
413	0	one nights :pensive_face:
414	1	suuism university always helping
415	1	one te didnt feel head
416	1	drapermark susanbnj must tolerant embrace peaceful islamic faith musls peaceful brothers
417	1	to ill lecture crm investments shareholder value excited :smirking_face:  sleepy :sleeping_face:
418	1	cant wait hour drive back home #betarocks
419	1	left lunch home swansea canteen outdoing generous  priced portion food httptcojnkffk
420	1	stlguy  sounds like  plan strong kingdseals
421	1	double standards always  thing
422	0	#has #seen wwwmonstermmorpg com since parados #monstermmorpg #bean
423	0	maybe different proposals girl wearing different shoes guy wearing different coat cjsinner onecolleen
424	1	far to burned tongue coffee saw dead guy freeway chipped windshield truck #gonnahavea
425	0	ceeeeebz  allow dat ting fam
426	0	sleep got school happy :pouting_face:
427	1	   left side face swollen :pouting_face: :loudly_crying_face:
428	1	skysportsnewshq nice see admit errors slightly different earlier stats teamando
429	0	things made go harm us given us lesson teach someone weaker
430	1	giraffe  old s
431	0	mirror mirror wall find happiness
432	1	thats always  way boost selfesteem
433	0	 pretty sure snowman problem
434	1	watching grandparents parents pay bills  excites future
435	1	yeah nice hair babes :face_with_tears_of_joy: :face_with_tears_of_joy: httptcofxzpzwqu httptcowifjeex
436	0	altruda tmjsteve didnt carolina beat tampa bay picks sheet tb winning
437	0	deformedcircus guess stop insulting
438	0	tripped feet three tes hall #soclumsy
439	1	feel like crap to instead redbull  drinking something healthy #newyearnewme #totallystillgoingtodrinktheredbull
440	1	fuck media exam #actuallyihopeso
441	0	#almajmoua participating th #csr forum #lebanon #togetherwegrow forprofit #microfinance #supporting httptcoofgusdmc
442	0	whoever runs yeovil town fc twitter account fired ing line looks like mxit fantasy league team
443	1	teen named bud weisser arrested cops breaking st louis party storehttptcoaxejcevqe
444	1	firstpostin length forget damental communal sanghi hindu fanatic rss backyard
445	1	kmrheadlines electricity generated kashmir illuminate whole india pm illuminating #kashmir
446	1	sidney british world champion one demanding popular sports earth yeah course  sarcastic
447	1	least ive got spine cause feel pain back #thinkpositive
448	1	#mon pouring rain singing wonderful te year walk office
449	1	hahahaha best asian style went group pretty boys wearing blacks suits tiebow stylish #mama
450	1	paper sharp someone put ban paper #liberalmentality
451	0	tehndiamond jonah hill nykevin hartwill smithj carrey sacha baron cen
452	0	#arizona #court #of #appeals #decides #to #retry #milke thurs arizona court appeals ordered lower httptcoffxzpeaetm
453	1	doubt week could get better
454	0	damned httptcoiajmwdyta #communication #truth  themblog
455	0	get bed lol
